,shop_id,item_id,item_cnt_day
142,2,5003,2.0
143,2,5206,1.0
144,2,5232,2.0
145,2,5233,2.0
146,2,5380,1.0
147,2,5656,1.0
148,2,5659,1.0
149,2,5661,1.0
150,2,5664,1.0
151,2,5671,1.0
152,2,5672,2.0
153,2,5675,6.0
154,2,5811,1.0
155,2,5820,1.0
156,2,5821,1.0
157,2,5822,2.0
158,2,5823,1.0
159,2,5830,1.0
160,2,5837,1.0
161,2,5839,1.0
162,2,5842,1.0
163,2,5906,1.0
164,2,5907,1.0
165,2,5912,1.0
166,2,5913,1.0
167,2,6062,1.0
168,2,6082,1.0
169,2,6090,1.0
170,2,6126,1.0
171,2,6185,1.0
172,2,6421,1.0
173,2,6457,1.0
174,2,6503,1.0
175,2,6625,1.0
176,2,6695,1.0
177,2,6710,4.0
178,2,6714,1.0
179,2,6727,1.0
180,2,6738,3.0
181,2,6766,1.0
182,2,6926,4.0
183,2,6928,1.0
184,2,7005,1.0
185,2,7019,1.0
186,2,7067,1.0
187,2,7133,1.0
188,2,7134,1.0
189,2,7172,2.0
190,2,7202,2.0
191,2,7220,2.0
192,2,7223,16.0
193,2,7224,12.0
194,2,7231,2.0
195,2,7233,1.0
196,2,7668,1.0
197,2,7723,1.0
198,2,7736,1.0
199,2,7789,3.0
200,2,7791,1.0
201,2,7812,3.0
202,2,7840,1.0
203,2,7842,1.0
204,2,7872,6.0
205,2,7877,1.0
206,2,7894,4.0
207,2,7895,3.0
208,2,7933,1.0
209,2,8085,1.0
210,2,8397,1.0
211,2,8416,1.0
212,2,8448,1.0
213,2,8452,1.0
214,2,8508,1.0
215,2,8548,1.0
216,2,8550,1.0
217,2,8635,1.0
218,2,8658,1.0
219,2,8692,2.0
220,2,8693,1.0
221,2,8737,1.0
222,2,8738,1.0
223,2,8743,1.0
224,2,8898,1.0
225,2,9355,4.0
226,2,9356,6.0
227,2,9391,1.0
228,2,9395,1.0
229,2,9398,1.0
230,2,9401,1.0
231,2,9411,1.0
232,2,9414,1.0
233,2,9425,1.0
234,2,9469,1.0
235,2,9532,1.0
236,2,9795,1.0
237,2,9927,1.0
238,2,9928,1.0
239,2,9930,1.0
240,2,9985,1.0
241,2,10200,2.0
242,2,10201,28.0
243,2,10202,22.0
244,2,10207,3.0
245,2,10209,2.0
246,2,10210,2.0
247,2,10298,1.0
248,2,10327,1.0
249,2,10330,1.0
250,2,10333,1.0
251,2,10336,1.0
252,2,10339,1.0
253,2,10342,1.0
254,2,10346,1.0
255,2,10349,1.0
256,2,10382,1.0
257,2,10480,3.0
258,2,10614,1.0
259,2,10726,1.0
260,2,11056,1.0
261,2,11057,1.0
262,2,11142,1.0
263,2,11207,1.0
264,2,11252,1.0
265,2,11354,2.0
266,2,11527,1.0
267,2,11593,2.0
268,2,11655,1.0
269,2,11703,1.0
270,2,11704,2.0
271,2,11921,1.0
272,2,11922,1.0
273,2,11985,1.0
274,2,11997,1.0
275,2,12040,2.0
276,2,12081,1.0
277,2,12125,1.0
278,2,12663,1.0
279,2,12671,1.0
280,2,12675,1.0
281,2,12881,1.0
282,2,12927,1.0
283,2,13122,1.0
284,2,13144,1.0
285,2,13205,1.0
286,2,13228,1.0
287,2,13235,2.0
288,2,13237,1.0
289,2,13239,1.0
290,2,13241,4.0
291,2,13272,1.0
292,2,13278,1.0
293,2,13279,1.0
294,2,13317,1.0
295,2,13323,1.0
296,2,13332,1.0
297,2,13337,1.0
298,2,13399,1.0
299,2,13400,1.0
300,2,13409,3.0
301,2,13449,2.0
302,2,13452,2.0
303,2,13457,3.0
304,2,13458,1.0
305,2,13463,1.0
306,2,13464,5.0
307,2,13503,1.0
308,2,13505,1.0
309,2,13695,1.0
310,2,13699,1.0
311,2,13700,1.0
312,2,13860,1.0
313,2,13958,1.0
314,2,13976,1.0
315,2,14020,1.0
316,2,14227,4.0
317,2,14229,1.0
318,2,14390,1.0
319,2,14396,1.0
320,2,14421,1.0
321,2,14437,1.0
322,2,14476,1.0
323,2,14500,1.0
324,2,14525,1.0
325,2,14712,1.0
326,2,14795,1.0
327,2,14801,3.0
328,2,14802,1.0
329,2,14803,4.0
330,2,14807,1.0
331,2,15040,2.0
332,2,15045,1.0
333,2,15066,2.0
334,2,15067,4.0
335,2,15069,8.0
336,2,15162,1.0
337,2,15230,1.0
338,2,15237,1.0
339,2,15256,3.0
340,2,15275,1.0
341,2,15282,1.0
342,2,15284,1.0
343,2,15285,1.0
344,2,15392,1.0
345,2,15412,1.0
346,2,15446,1.0
347,2,15481,3.0
348,2,15484,1.0
349,2,15489,1.0
350,2,15492,1.0
351,2,15493,1.0
352,2,15496,1.0
353,2,15497,1.0
354,2,15503,1.0
355,2,15552,1.0
356,2,15784,1.0
357,2,15785,1.0
358,2,15835,1.0
359,2,15866,1.0
360,2,15989,1.0
361,2,16003,1.0
362,2,16012,1.0
363,2,16056,1.0
364,2,16063,1.0
365,2,16071,1.0
366,2,16121,1.0
367,2,16122,1.0
368,2,16163,1.0
369,2,16170,2.0
370,2,16560,1.0
371,2,16569,1.0
372,2,16653,1.0
373,2,16790,1.0
374,2,16825,2.0
375,2,17031,1.0
376,2,17044,1.0
377,2,17104,1.0
378,2,17302,1.0
379,2,17364,1.0
380,2,17409,1.0
381,2,17655,1.0
382,2,17660,1.0
383,2,17662,1.0
384,2,17717,7.0
385,2,17747,1.0
386,2,17773,1.0
387,2,17774,1.0
388,2,17775,5.0
389,2,17887,1.0
390,2,17897,1.0
391,2,17898,1.0
392,2,18106,1.0
393,2,18115,1.0
394,2,18123,1.0
395,2,18146,1.0
396,2,18622,1.0
397,2,18825,1.0
398,2,18834,1.0
399,2,18843,1.0
400,2,19058,1.0
401,2,19125,1.0
402,2,19144,1.0
403,2,19289,1.0
404,2,19405,1.0
405,2,19406,1.0
406,2,19436,1.0
407,2,19438,2.0
408,2,19688,1.0
409,2,19985,2.0
410,2,20091,1.0
411,2,20184,1.0
412,2,20231,1.0
413,2,20286,1.0
414,2,20303,2.0
415,2,20304,1.0
416,2,20605,1.0
417,2,20606,1.0
418,2,20610,1.0
419,2,20628,1.0
420,2,20629,1.0
421,2,20734,1.0
422,2,20787,1.0
423,2,20866,1.0
424,2,21109,1.0
425,2,21404,1.0
426,2,21624,1.0
427,2,21670,1.0
428,2,21676,1.0
429,2,21678,1.0
430,2,21681,1.0
431,2,21726,1.0
432,2,21811,2.0
433,2,21922,1.0
434,2,21968,1.0
435,2,22091,1.0
436,2,22092,1.0
437,2,22100,1.0
438,2,22102,5.0
439,2,22145,1.0
440,3,473,1.0
441,3,961,1.0
442,3,988,1.0
443,3,1077,1.0
444,3,1201,1.0
445,3,1247,1.0
446,3,1384,11.0
447,3,1387,1.0
448,3,1454,1.0
449,3,1465,1.0
450,3,1467,2.0
451,3,1469,1.0
452,3,1483,1.0
453,3,1486,1.0
454,3,1534,1.0
455,3,1537,1.0
456,3,1538,1.0
457,3,1563,1.0
458,3,1581,1.0
459,3,1582,1.0
460,3,1583,10.0
461,3,1586,3.0
462,3,1670,1.0
463,3,1741,1.0
464,3,1814,2.0
465,3,1846,1.0
466,3,1847,2.0
467,3,1876,2.0
468,3,1914,1.0
469,3,1971,2.0
470,3,2040,1.0
471,3,2047,9.0
472,3,2252,1.0
473,3,2283,1.0
474,3,2285,1.0
475,3,2422,1.0
476,3,2431,3.0
477,3,2442,1.0
478,3,2576,4.0
479,3,2639,1.0
480,3,2744,1.0
481,3,2766,1.0
482,3,2788,1.0
483,3,2808,1.0
484,3,2813,1.0
485,3,2818,1.0
486,3,2819,1.0
487,3,2921,2.0
488,3,2936,1.0
489,3,2971,1.0
490,3,3000,1.0
491,3,3077,2.0
492,3,3217,1.0
493,3,3244,1.0
494,3,3341,1.0
495,3,3342,2.0
496,3,3343,1.0
497,3,3350,3.0
498,3,3351,7.0
499,3,3352,7.0
500,3,3364,1.0
501,3,3392,1.0
502,3,3424,1.0
503,3,3443,2.0
504,3,3445,1.0
505,3,3480,1.0
506,3,3485,1.0
507,3,3497,1.0
508,3,3537,1.0
509,3,3552,1.0
510,3,3556,1.0
511,3,3558,1.0
512,3,3599,3.0
513,3,3676,1.0
514,3,3695,1.0
515,3,3708,1.0
516,3,3719,1.0
517,3,3731,2.0
518,3,3732,4.0
519,3,3733,3.0
520,3,3756,3.0
521,3,3833,1.0
522,3,3837,1.0
523,3,3838,1.0
524,3,3839,1.0
525,3,3840,1.0
526,3,3851,1.0
527,3,3868,1.0
528,3,4050,1.0
529,3,4055,1.0
530,3,4063,1.0
531,3,4181,1.0
532,3,4231,1.0
533,3,4233,1.0
534,3,4244,1.0
535,3,4247,1.0
536,3,4335,1.0
537,3,4351,1.0
538,3,4357,1.0
539,3,4360,1.0
540,3,4363,1.0
541,3,4364,1.0
542,3,4365,2.0
543,3,4385,2.0
544,3,4387,1.0
545,3,4388,1.0
546,3,4493,1.0
547,3,4555,1.0
548,3,4678,1.0
549,3,4706,1.0
550,3,4719,3.0
551,3,4722,1.0
552,3,4806,5.0
553,3,4837,2.0
554,3,4838,1.0
555,3,4840,2.0
556,3,4869,1.0
557,3,4870,1.0
558,3,4872,1.0
559,3,4885,1.0
560,3,4894,1.0
561,3,4944,1.0
562,3,4966,2.0
563,3,5004,2.0
564,3,5035,1.0
565,3,5233,1.0
566,3,5324,1.0
567,3,5331,1.0
568,3,5656,1.0
569,3,5657,2.0
570,3,5661,1.0
571,3,5663,1.0
572,3,5666,1.0
573,3,5669,2.0
574,3,5671,2.0
575,3,5675,6.0
576,3,5820,2.0
577,3,5821,7.0
578,3,5822,8.0
579,3,5823,1.0
580,3,5900,1.0
581,3,6040,1.0
582,3,6062,1.0
583,3,6073,1.0
584,3,6081,2.0
585,3,6082,2.0
586,3,6164,1.0
587,3,6185,1.0
588,3,6301,2.0
589,3,6376,1.0
590,3,6395,1.0
591,3,6432,1.0
592,3,6436,2.0
593,3,6457,2.0
594,3,6476,1.0
595,3,6503,2.0
596,3,6507,1.0
597,3,6615,1.0
598,3,6618,1.0
599,3,6624,1.0
600,3,6628,1.0
601,3,6713,1.0
602,3,6738,1.0
603,3,6740,1.0
604,3,6763,1.0
605,3,7029,1.0
606,3,7067,1.0
607,3,7075,1.0
608,3,7087,1.0
609,3,7133,1.0
610,3,7223,12.0
611,3,7224,2.0
612,3,7233,1.0
613,3,7252,1.0
614,3,7267,1.0
615,3,7390,1.0
616,3,7487,1.0
617,3,7668,1.0
618,3,7724,1.0
619,3,7736,1.0
620,3,7739,1.0
621,3,7780,1.0
622,3,7789,1.0
623,3,7790,1.0
624,3,7791,1.0
625,3,7793,1.0
626,3,7856,1.0
627,3,7872,5.0
628,3,7883,2.0
629,3,7894,2.0
630,3,7920,1.0
631,3,7933,3.0
632,3,8044,1.0
633,3,8398,1.0
634,3,8416,1.0
635,3,8454,1.0
636,3,8684,1.0
637,3,8690,1.0
638,3,8692,1.0
639,3,8693,1.0
640,3,8736,1.0
641,3,8743,1.0
642,3,8852,1.0
643,3,8863,1.0
644,3,9355,3.0
645,3,9390,1.0
646,3,9408,1.0
647,3,9412,1.0
648,3,9413,1.0
649,3,9422,1.0
650,3,9870,1.0
651,3,9894,1.0
652,3,9927,2.0
653,3,9928,1.0
654,3,10093,1.0
655,3,10200,5.0
656,3,10201,14.0
657,3,10202,6.0
658,3,10207,3.0
659,3,10209,1.0
660,3,10210,2.0
661,3,10216,1.0
662,3,10325,1.0
663,3,10327,1.0
664,3,10331,1.0
665,3,10333,1.0
666,3,10334,1.0
667,3,10336,1.0
668,3,10339,1.0
669,3,10342,1.0
670,3,10343,1.0
671,3,10346,1.0
672,3,10347,1.0
673,3,10349,1.0
674,3,10378,1.0
675,3,10379,1.0
676,3,10447,1.0
677,3,10476,1.0
678,3,10480,1.0
679,3,10915,1.0
680,3,10990,1.0
681,3,11072,2.0
682,3,11252,1.0
683,3,11354,2.0
684,3,11409,1.0
685,3,11579,1.0
686,3,11703,3.0
687,3,11704,1.0
688,3,11773,1.0
689,3,11784,1.0
690,3,11913,1.0
691,3,11921,1.0
692,3,11938,1.0
693,3,11975,1.0
694,3,12023,1.0
695,3,12040,1.0
696,3,12081,1.0
697,3,12134,2.0
698,3,12421,1.0
699,3,12663,1.0
700,3,12671,1.0
701,3,12688,1.0
702,3,12699,1.0
703,3,12706,1.0
704,3,12709,1.0
705,3,12927,1.0
706,3,13159,1.0
707,3,13403,1.0
708,3,13409,1.0
709,3,13415,1.0
710,3,13452,1.0
711,3,13457,1.0
712,3,13464,1.0
713,3,13505,5.0
714,3,13697,1.0
715,3,13699,1.0
716,3,13700,1.0
717,3,13706,1.0
718,3,13741,1.0
719,3,13881,1.0
720,3,13889,1.0
721,3,13923,1.0
722,3,14075,1.0
723,3,14308,3.0
724,3,14313,1.0
725,3,14341,1.0
726,3,14437,1.0
727,3,14458,1.0
728,3,14659,1.0
729,3,14801,1.0
730,3,14803,1.0
731,3,14809,1.0
732,3,14839,2.0
733,3,14865,1.0
734,3,15040,1.0
735,3,15045,3.0
736,3,15066,1.0
737,3,15069,9.0
738,3,15237,1.0
739,3,15238,1.0
740,3,15256,1.0
741,3,15257,3.0
742,3,15260,1.0
743,3,15261,2.0
744,3,15262,3.0
745,3,15265,1.0
746,3,15287,1.0
747,3,15348,1.0
748,3,15397,1.0
749,3,15510,1.0
750,3,15512,1.0
751,3,15806,1.0
752,3,15844,1.0
753,3,15854,1.0
754,3,15989,1.0
755,3,16013,1.0
756,3,16038,1.0
757,3,16053,1.0
758,3,16054,1.0
759,3,16071,1.0
760,3,16163,1.0
761,3,16167,2.0
762,3,16170,1.0
763,3,16205,1.0
764,3,16208,1.0
765,3,16221,1.0
766,3,16494,1.0
767,3,16524,1.0
768,3,16541,1.0
769,3,16825,2.0
770,3,16953,1.0
771,3,17017,1.0
772,3,17027,1.0
773,3,17108,1.0
774,3,17157,1.0
775,3,17229,1.0
776,3,17335,1.0
777,3,17376,1.0
778,3,17388,1.0
779,3,17409,1.0
780,3,17449,1.0
781,3,17581,1.0
782,3,17717,15.0
783,3,17750,1.0
784,3,17755,1.0
785,3,17774,1.0
786,3,17785,1.0
787,3,17811,1.0
788,3,17990,1.0
789,3,18147,2.0
790,3,18438,1.0
791,3,18456,1.0
792,3,18595,1.0
793,3,18924,1.0
794,3,19001,1.0
795,3,19037,1.0
796,3,19116,1.0
797,3,19125,1.0
798,3,19163,1.0
799,3,19290,1.0
800,3,19405,1.0
801,3,19431,1.0
802,3,19438,1.0
803,3,19440,1.0
804,3,19636,1.0
805,3,19655,4.0
806,3,19656,2.0
807,3,19688,1.0
808,3,19985,1.0
809,3,20285,2.0
810,3,20304,2.0
811,3,20448,1.0
812,3,20609,1.0
813,3,20610,1.0
814,3,20613,1.0
815,3,20614,1.0
816,3,20623,1.0
817,3,20949,18.0
818,3,21361,1.0
819,3,21404,2.0
820,3,21612,1.0
821,3,21624,1.0
822,3,21674,1.0
823,3,21762,1.0
824,3,22001,1.0
825,3,22003,1.0
826,3,22006,1.0
827,3,22087,2.0
828,3,22088,1.0
829,3,22102,2.0
830,3,22164,1.0
831,4,32,1.0
832,4,62,1.0
833,4,482,1.0
834,4,1108,1.0
835,4,1121,1.0
836,4,1241,1.0
837,4,1249,1.0
838,4,1256,1.0
839,4,1325,1.0
840,4,1384,2.0
841,4,1389,1.0
842,4,1390,1.0
843,4,1495,1.0
844,4,1523,1.0
845,4,1535,2.0
846,4,1537,1.0
847,4,1556,1.0
848,4,1557,1.0
849,4,1578,1.0
850,4,1583,4.0
851,4,1586,1.0
852,4,1788,1.0
853,4,1847,1.0
854,4,1876,1.0
855,4,1879,1.0
856,4,1881,1.0
857,4,1905,1.0
858,4,1914,2.0
859,4,1971,4.0
860,4,2047,3.0
861,4,2063,1.0
862,4,2252,8.0
863,4,2269,2.0
864,4,2283,1.0
865,4,2293,1.0
866,4,2308,4.0
867,4,2422,6.0
868,4,2423,5.0
869,4,2431,1.0
870,4,2445,2.0
871,4,2574,1.0
872,4,2576,5.0
873,4,2578,1.0
874,4,2607,1.0
875,4,2698,1.0
876,4,2703,1.0
877,4,2760,2.0
878,4,2799,1.0
879,4,2808,1.0
880,4,2859,1.0
881,4,2918,2.0
882,4,2946,2.0
883,4,2958,1.0
884,4,2975,1.0
885,4,3007,1.0
886,4,3077,1.0
887,4,3141,1.0
888,4,3158,1.0
889,4,3244,1.0
890,4,3331,1.0
891,4,3341,1.0
892,4,3343,3.0
893,4,3350,4.0
894,4,3351,4.0
895,4,3352,4.0
896,4,3353,1.0
897,4,3394,1.0
898,4,3423,1.0
899,4,3442,1.0
900,4,3443,1.0
901,4,3444,1.0
902,4,3460,1.0
903,4,3472,1.0
904,4,3541,1.0
905,4,3554,1.0
906,4,3558,2.0
907,4,3599,1.0
908,4,3617,1.0
909,4,3624,1.0
910,4,3633,1.0
911,4,3651,1.0
912,4,3678,1.0
913,4,3692,1.0
914,4,3713,1.0
915,4,3731,3.0
916,4,3838,1.0
917,4,3868,1.0
918,4,3917,1.0
919,4,3934,1.0
920,4,4084,2.0
921,4,4138,2.0
922,4,4178,1.0
923,4,4181,9.0
924,4,4233,2.0
925,4,4240,1.0
926,4,4248,2.0
927,4,4251,1.0
928,4,4261,1.0
929,4,4334,2.0
930,4,4351,1.0
931,4,4357,1.0
932,4,4365,3.0
933,4,4385,3.0
934,4,4413,1.0
935,4,4431,1.0
936,4,4466,1.0
937,4,4467,1.0
938,4,4478,1.0
939,4,4516,1.0
940,4,4573,1.0
941,4,4602,1.0
942,4,4610,1.0
943,4,4615,1.0
944,4,4706,1.0
945,4,4710,1.0
946,4,4717,1.0
947,4,4719,2.0
948,4,4806,6.0
949,4,4838,3.0
950,4,4840,1.0
951,4,4870,1.0
952,4,4872,1.0
953,4,4885,1.0
954,4,4892,1.0
955,4,4894,2.0
956,4,4896,1.0
957,4,4904,1.0
958,4,4980,1.0
959,4,4996,1.0
960,4,5003,1.0
961,4,5051,1.0
962,4,5210,1.0
963,4,5319,1.0
964,4,5323,1.0
965,4,5336,1.0
966,4,5583,1.0
967,4,5643,1.0
968,4,5657,1.0
969,4,5666,1.0
970,4,5669,2.0
971,4,5671,2.0
972,4,5675,3.0
973,4,5820,1.0
974,4,5822,4.0
975,4,5823,3.0
976,4,5828,1.0
977,4,5830,1.0
978,4,5840,1.0
979,4,5900,3.0
980,4,5945,1.0
981,4,6007,1.0
982,4,6008,1.0
983,4,6040,1.0
984,4,6062,1.0
985,4,6081,2.0
986,4,6085,2.0
987,4,6090,2.0
988,4,6185,5.0
989,4,6189,1.0
990,4,6191,1.0
991,4,6226,1.0
992,4,6457,1.0
993,4,6497,1.0
994,4,6503,3.0
995,4,6505,2.0
996,4,6506,2.0
997,4,6834,1.0
998,4,6926,5.0
999,4,6928,1.0
1000,4,7029,1.0
1001,4,7059,1.0
1002,4,7067,2.0
1003,4,7071,2.0
1004,4,7172,1.0
1005,4,7202,2.0
1006,4,7220,1.0
1007,4,7223,7.0
1008,4,7224,8.0
1009,4,7252,1.0
1010,4,7328,1.0
1011,4,7350,2.0
1012,4,7390,1.0
1013,4,7724,1.0
1014,4,7736,2.0
1015,4,7797,1.0
1016,4,7812,2.0
1017,4,7839,1.0
1018,4,7840,2.0
1019,4,7856,4.0
1020,4,7872,4.0
1021,4,7877,1.0
1022,4,7878,1.0
1023,4,7893,1.0
1024,4,7933,1.0
1025,4,8065,1.0
1026,4,8357,1.0
1027,4,8363,1.0
1028,4,8544,1.0
1029,4,8570,1.0
1030,4,8658,2.0
1031,4,8672,1.0
1032,4,8693,1.0
1033,4,8702,1.0
1034,4,8737,1.0
1035,4,8801,1.0
1036,4,8839,2.0
1037,4,8845,1.0
1038,4,8888,1.0
1039,4,9001,1.0
1040,4,9035,2.0
1041,4,9308,1.0
1042,4,9356,3.0
1043,4,9402,1.0
1044,4,9409,1.0
1045,4,9469,1.0
1046,4,9494,1.0
1047,4,9532,1.0
1048,4,9541,1.0
1049,4,9554,1.0
1050,4,9583,1.0
1051,4,9862,1.0
1052,4,9894,1.0
1053,4,9927,2.0
1054,4,9928,2.0
1055,4,10037,1.0
1056,4,10131,1.0
1057,4,10132,1.0
1058,4,10177,2.0
1059,4,10200,9.0
1060,4,10201,16.0
1061,4,10202,9.0
1062,4,10207,3.0
1063,4,10210,1.0
1064,4,10216,3.0
1065,4,10298,1.0
1066,4,10380,1.0
1067,4,10385,1.0
1068,4,10480,1.0
1069,4,10487,1.0
1070,4,10495,1.0
1071,4,10554,1.0
1072,4,10659,2.0
1073,4,10661,2.0
1074,4,10751,1.0
1075,4,10861,1.0
1076,4,10911,1.0
1077,4,10918,1.0
1078,4,10928,1.0
1079,4,10930,1.0
1080,4,10939,1.0
1081,4,10942,1.0
1082,4,10954,1.0
1083,4,10990,1.0
1084,4,11081,1.0
1085,4,11159,2.0
1086,4,11180,1.0
1087,4,11181,1.0
1088,4,11186,1.0
1089,4,11252,1.0
1090,4,11266,1.0
1091,4,11354,1.0
1092,4,11435,1.0
1093,4,11498,2.0
1094,4,11575,1.0
1095,4,11603,1.0
1096,4,11684,1.0
1097,4,11704,3.0
1098,4,11811,1.0
1099,4,11931,1.0
1100,4,11953,1.0
1101,4,11975,1.0
1102,4,12040,1.0
1103,4,12080,1.0
1104,4,12081,1.0
1105,4,12083,1.0
1106,4,12134,3.0
1107,4,12194,2.0
1108,4,12332,1.0
1109,4,12361,1.0
1110,4,12362,1.0
1111,4,12408,1.0
1112,4,12421,1.0
1113,4,12463,1.0
1114,4,12465,1.0
1115,4,12485,1.0
1116,4,12498,1.0
1117,4,12529,1.0
1118,4,12539,1.0
1119,4,12550,2.0
1120,4,12612,1.0
1121,4,12688,1.0
1122,4,12696,1.0
1123,4,12835,1.0
1124,4,12881,2.0
1125,4,12912,1.0
1126,4,12917,1.0
1127,4,12979,1.0
1128,4,13040,1.0
1129,4,13076,1.0
1130,4,13105,1.0
1131,4,13159,4.0
1132,4,13239,1.0
1133,4,13247,2.0
1134,4,13267,1.0
1135,4,13277,1.0
1136,4,13285,1.0
1137,4,13286,1.0
1138,4,13287,2.0
1139,4,13334,1.0
1140,4,13409,1.0
1141,4,13411,2.0
1142,4,13448,1.0
1143,4,13452,2.0
1144,4,13457,2.0
1145,4,13458,1.0
1146,4,13464,1.0
1147,4,13505,2.0
1148,4,13544,1.0
1149,4,13569,1.0
1150,4,13700,1.0
1151,4,13741,1.0
1152,4,13790,1.0
1153,4,13880,1.0
1154,4,13888,1.0
1155,4,13889,1.0
1156,4,13894,1.0
1157,4,13903,1.0
1158,4,13968,1.0
1159,4,14033,1.0
1160,4,14039,1.0
1161,4,14147,1.0
1162,4,14227,3.0
1163,4,14228,3.0
1164,4,14229,2.0
1165,4,14259,1.0
1166,4,14312,1.0
1167,4,14313,1.0
1168,4,14321,3.0
1169,4,14437,1.0
1170,4,14457,1.0
1171,4,14458,2.0
1172,4,14464,1.0
1173,4,14476,1.0
1174,4,14711,1.0
1175,4,14801,3.0
1176,4,14802,1.0
1177,4,14839,1.0
1178,4,14840,1.0
1179,4,14958,1.0
1180,4,15045,4.0
1181,4,15049,1.0
1182,4,15050,1.0
1183,4,15063,1.0
1184,4,15069,5.0
1185,4,15226,1.0
1186,4,15256,1.0
1187,4,15260,1.0
1188,4,15265,1.0
1189,4,15281,1.0
1190,4,15291,1.0
1191,4,15415,1.0
1192,4,15416,1.0
1193,4,15481,1.0
1194,4,15484,1.0
1195,4,15496,1.0
1196,4,15571,1.0
1197,4,15784,1.0
1198,4,15833,1.0
1199,4,16003,1.0
1200,4,16004,1.0
1201,4,16042,1.0
1202,4,16052,2.0
1203,4,16067,1.0
1204,4,16071,2.0
1205,4,16091,1.0
1206,4,16108,1.0
1207,4,16118,1.0
1208,4,16122,1.0
1209,4,16128,1.0
1210,4,16135,1.0
1211,4,16142,1.0
1212,4,16143,1.0
1213,4,16156,1.0
1214,4,16159,1.0
1215,4,16167,1.0
1216,4,16169,1.0
1217,4,16184,1.0
1218,4,16205,2.0
1219,4,16206,1.0
1220,4,16207,1.0
1221,4,16210,2.0
1222,4,16219,1.0
1223,4,16226,1.0
1224,4,16245,2.0
1225,4,16287,1.0
1226,4,16315,1.0
1227,4,16622,1.0
1228,4,16737,1.0
1229,4,16843,1.0
1230,4,16898,1.0
1231,4,16923,1.0
1232,4,17032,1.0
1233,4,17046,1.0
1234,4,17113,1.0
1235,4,17184,1.0
1236,4,17225,1.0
1237,4,17306,1.0
1238,4,17370,1.0
1239,4,17374,1.0
1240,4,17392,1.0
1241,4,17409,1.0
1242,4,17449,1.0
1243,4,17451,1.0
1244,4,17458,1.0
1245,4,17717,25.0
1246,4,17772,1.0
1247,4,17775,3.0
